t(sec) 1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64
5.053000 4.231935 4.149455 4.087772 4.023988 3.280578 2.832990 2.783100 2.951563 3.066991 3.142990 3.133575 3.061045 3.054751 3.252599 3.636731 3.848983 3.093100 3.058532 3.280648 3.701346 3.901346 3.893863 3.823988 3.050648 3.911300 3.867772 3.825114 3.068783 2.796731 2.950597 3.111935 3.172457 3.090648 3.071564 3.277249 3.695919 3.919557 3.881563 3.832457 3.047772 2.809158 2.927772 3.117247 3.148091 3.098532 3.056731 3.298216 3.695919 3.196820 3.184751 3.161300 2.907700 3.096853 3.181300 3.137249 3.196991 3.209557 3.163170 3.152362 2.934751 3.086731 3.187247 3.148532 3.197700
5.062800 4.229004 4.142449 4.086526 4.023575 3.279275 2.829096 2.782661 2.952028 3.065674 3.139096 3.132228 3.058916 3.054338 3.252186 3.633653 3.845853 3.092661 3.055518 3.279370 3.696750 3.896750 3.892594 3.823575 3.049370 3.910886 3.866526 3.822902 3.065717 2.793653 2.950184 3.109004 3.171124 3.089370 3.070259 3.274146 3.692049 3.918248 3.882028 3.831124 3.046526 2.806036 2.926526 3.117759 3.146823 3.095518 3.053653 3.299627 3.692049 3.196407 3.184338 3.160886 2.906398 3.095519 3.180886 3.134146 3.195674 3.208248 3.161856 3.151949 2.934338 3.083653 3.187759 3.145518 3.196398
5.072500 4.226724 4.141541 4.086739 4.022003 3.279488 2.828405 2.783770 2.953173 3.065886 3.138405 3.134223 3.057490 3.052981 3.252398 3.632941 3.842396 3.093770 3.053155 3.281233 3.695218 3.895218 3.891172 3.822003 3.051233 3.911099 3.866739 3.823114 3.065792 2.792941 2.946860 3.106724 3.171336 3.091233 3.067770 3.273424 3.693027 3.917508 3.883173 3.831336 3.046739 2.810533 2.926739 3.117972 3.145404 3.093155 3.052941 3.297257 3.693027 3.194874 3.182981 3.161099 2.906610 3.095731 3.181099 3.133424 3.195886 3.207508 3.162069 3.150527 2.932981 3.082941 3.187972 3.143155 3.196610
5.082300 4.225587 4.143162 4.086526 4.024283 3.277602 2.828193 2.781922 2.952960 3.065674 3.138193 3.135029 3.054729 3.051872 3.250483 3.632728 3.844648 3.091922 3.051987 3.280339 3.696596 3.896596 3.891634 3.824283 3.050339 3.910886 3.866526 3.822902 3.066565 2.792728 2.944627 3.105587 3.169396 3.090339 3.066555 3.273212 3.693764 3.917296 3.882960 3.829396 3.046526 2.804737 2.926526 3.117759 3.145865 3.091987 3.052728 3.296764 3.693764 3.193664 3.181872 3.160886 2.906398 3.095519 3.180886 3.133212 3.195674 3.207296 3.163548 3.150989 2.931872 3.082728 3.187759 3.141987 3.196398
5.092100 4.225823 4.144935 4.086763 4.024904 3.278469 2.828429 2.782775 2.953196 3.065910 3.138429 3.135265 3.054003 3.052108 3.249703 3.632964 3.846957 3.092775 3.053826 3.279606 3.697782 3.897782 3.892830 3.824904 3.049606 3.911122 3.866763 3.823138 3.066801 2.792964 2.946558 3.105823 3.168601 3.089606 3.068473 3.273448 3.692407 3.917532 3.883196 3.828601 3.046763 2.803197 2.926763 3.117995 3.145495 3.093826 3.052964 3.298039 3.692407 3.195573 3.182108 3.161122 2.906634 3.095755 3.181122 3.133448 3.195910 3.207532 3.163146 3.150618 2.932108 3.082964 3.187995 3.143826 3.196634
5.101900 4.224307 4.144416 4.086763 4.023811 3.279511 2.826862 2.783794 2.953196 3.065910 3.136862 3.135265 3.054003 3.052108 3.249703 3.631360 3.846957 3.093794 3.053285 3.279606 3.696268 3.896268 3.892830 3.823811 3.049606 3.911122 3.866763 3.824746 3.066801 2.791360 2.947641 3.104307 3.168601 3.089606 3.069548 3.273448 3.691388 3.917532 3.883196 3.828601 3.046763 2.805332 2.926763 3.119650 3.144495 3.093285 3.051360 3.299694 3.691388 3.195008 3.182108 3.161122 2.906634 3.095755 3.181122 3.133448 3.195910 3.207532 3.163702 3.149616 2.932108 3.081360 3.189650 3.143285 3.196634
5.111700 4.223008 4.143126 4.086491 4.023539 3.282369 2.825528 2.783522 2.952925 3.065638 3.135528 3.134994 3.052223 3.051837 3.249432 3.630001 3.849935 3.093522 3.051951 3.280854 3.694970 3.894970 3.892558 3.823539 3.050854 3.910851 3.866491 3.825565 3.068116 2.790001 2.947370 3.103008 3.168330 3.090854 3.067661 3.273177 3.691116 3.918884 3.882925 3.828330 3.046491 2.806664 2.926491 3.118874 3.144223 3.091951 3.050001 3.303801 3.691116 3.193628 3.181837 3.160851 2.906362 3.097102 3.180851 3.133177 3.195638 3.208884 3.162940 3.150850 2.931837 3.080001 3.188874 3.141951 3.196362
5.121500 4.221437 4.141569 4.084948 4.023433 3.279862 2.825421 2.781912 2.952818 3.065532 3.135421 3.133275 3.049568 3.051730 3.249325 3.629895 3.852126 3.091912 3.050332 3.281823 3.693401 3.893401 3.890974 3.823433 3.051823 3.910745 3.864948 3.827012 3.070690 2.789895 2.948864 3.101437 3.166635 3.091823 3.068001 3.273070 3.689506 3.919926 3.882818 3.826635 3.044948 2.807691 2.924948 3.119216 3.144117 3.090332 3.049895 3.304396 3.689506 3.195102 3.181730 3.160745 2.906256 3.098140 3.180745 3.133070 3.195532 3.209926 3.163270 3.150328 2.931730 3.079895 3.189216 3.140332 3.196256
5.131300 4.223488 4.145068 4.088457 4.028001 3.281030 2.827014 2.783895 2.955851 3.070100 3.137014 3.138239 3.053044 3.056299 3.253894 3.634463 3.856694 3.093895 3.053785 3.284923 3.696892 3.896892 3.894452 3.828001 3.054923 3.915313 3.868457 3.831199 3.077939 2.794463 2.954611 3.103488 3.171593 3.094923 3.075299 3.276101 3.691488 3.924495 3.885851 3.831593 3.048457 2.813807 2.928457 3.126533 3.147235 3.093785 3.054463 3.309358 3.691488 3.199282 3.186299 3.165313 2.910824 3.101145 3.185313 3.136101 3.200100 3.214495 3.167456 3.153807 2.936299 3.084463 3.196533 3.143785 3.200824
5.141100 4.220488 4.143187 4.087961 4.027505 3.282004 2.824234 2.782264 2.954176 3.068113 3.134234 3.138960 3.051132 3.055803 3.253398 3.632486 3.853148 3.092264 3.051843 3.283301 3.696396 3.896396 3.893957 3.827505 3.053301 3.914817 3.867961 3.828047 3.077130 2.792486 2.954115 3.100488 3.170778 3.093301 3.076001 3.274425 3.689858 3.923999 3.884176 3.830778 3.047961 2.814500 2.927961 3.127243 3.145625 3.091843 3.052486 3.305484 3.689858 3.197595 3.185803 3.164817 2.910329 3.099450 3.184817 3.134425 3.198113 3.213999 3.165787 3.153311 2.935803 3.082486 3.197243 3.141843 3.200329
5.150900 4.219426 4.142135 4.086707 4.026087 3.283289 2.822908 2.782347 2.955712 3.066974 3.132908 3.137543 3.048678 3.061166 3.254936 3.631358 3.850734 3.092347 3.050743 3.283383 3.696478 3.896478 3.894039 3.826087 3.053383 3.913476 3.866707 3.826916 3.074544 2.791358 2.954198 3.099426 3.171096 3.093383 3.074607 3.274507 3.689941 3.922597 3.885712 3.831096 3.046707 2.813118 2.926707 3.125839 3.145708 3.090743 3.051358 3.300329 3.689941 3.199146 3.191166 3.163476 2.908982 3.098053 3.183476 3.134507 3.196974 3.212597 3.165870 3.152018 2.941166 3.081358 3.195839 3.140743 3.198982
5.160700 4.217854 4.141899 4.085311 4.026021 3.283053 2.822832 2.782111 2.955312 3.066738 3.132832 3.136005 3.045894 3.059037 3.255964 3.629708 3.850498 3.092111 3.050507 3.281784 3.694908 3.894908 3.893803 3.826021 3.051784 3.913401 3.865311 3.828097 3.074473 2.789708 2.952502 3.097854 3.170693 3.091784 3.074538 3.272843 3.688332 3.921073 3.885312 3.830693 3.045311 2.811610 2.925311 3.124313 3.144125 3.090507 3.049708 3.300261 3.688332 3.198744 3.189037 3.163401 2.907506 3.097984 3.183401 3.132843 3.196738 3.211073 3.165634 3.150588 2.939037 3.079708 3.194313 3.140507 3.197506
5.170500 4.215572 4.142135 4.085547 4.029032 3.284664 2.822962 2.782347 2.954259 3.066974 3.132962 3.136241 3.044907 3.057231 3.256200 3.628666 3.850734 3.092347 3.049389 3.280788 3.693938 3.893938 3.895362 3.829032 3.050788 3.913530 3.865547 3.828224 3.074599 2.788666 2.952850 3.095572 3.171041 3.090788 3.077504 3.271789 3.687328 3.921309 3.884259 3.831041 3.045547 2.811846 2.925547 3.124549 3.141822 3.089389 3.048666 3.300385 3.687328 3.197677 3.187231 3.163530 2.906367 3.099532 3.183530 3.131789 3.196974 3.211309 3.165870 3.152148 2.937231 3.078666 3.194549 3.139389 3.196367
5.180300 4.214339 4.140862 4.085547 4.027560 3.285959 2.821687 2.781027 2.955630 3.065604 3.131687 3.136241 3.044907 3.059572 3.256200 3.628666 3.849334 3.091027 3.048115 3.280788 3.693938 3.893938 3.897904 3.827560 3.050788 3.912240 3.865547 3.826916 3.070551 2.788666 2.954198 3.094339 3.173772 3.090788 3.077449 3.271789 3.687328 3.919909 3.885630 3.833772 3.045547 2.810464 2.925547 3.124549 3.141874 3.088115 3.048666 3.297635 3.687328 3.197677 3.189572 3.162240 2.905073 3.096741 3.182240 3.131789 3.195604 3.209909 3.165870 3.152096 2.939572 3.078666 3.194549 3.138115 3.195073
5.190100 4.210447 4.139462 4.080501 4.027379 3.285806 2.820244 2.779581 2.958151 3.064108 3.130244 3.133342 3.043493 3.059406 3.257378 3.627193 3.842373 3.089581 3.047962 3.281906 3.692540 3.892540 3.899022 3.827379 3.051906 3.912087 3.860501 3.828084 3.070371 2.787193 2.954044 3.090447 3.176336 3.091906 3.074579 3.271636 3.687175 3.918383 3.888151 3.836336 3.040501 2.808956 2.920501 3.123035 3.142990 3.087962 3.047193 3.298829 3.687175 3.197524 3.189406 3.162087 2.904920 3.096560 3.182087 3.131636 3.194108 3.208383 3.165716 3.151930 2.939406 3.077193 3.193035 3.137962 3.194920
5.199800 4.208836 4.139379 4.078806 4.031458 3.286964 2.818821 2.778285 2.958191 3.064025 3.128821 3.133005 3.040901 3.060581 3.258682 3.625738 3.848230 3.088285 3.046658 3.281941 3.692342 3.892342 3.898939 3.831458 3.051941 3.912004 3.858806 3.830632 3.074308 2.785738 2.953962 3.088836 3.176379 3.091941 3.075653 3.270290 3.685878 3.926030 3.888191 3.836379 3.038806 2.811416 2.918806 3.122827 3.141716 3.086658 3.045738 3.304162 3.685878 3.197441 3.190581 3.162004 2.904837 3.100580 3.182004 3.130290 3.194025 3.216030 3.165634 3.151964 2.940581 3.075738 3.192827 3.136658 3.194837
5.209600 4.210639 4.137324 4.081916 4.031921 3.289844 2.817861 2.775935 2.955740 3.063028 3.127861 3.136241 3.038588 3.061938 3.260154 3.624750 3.859306 3.085935 3.045486 3.279609 3.691629 3.891629 3.900342 3.831921 3.049609 3.912240 3.861916 3.831086 3.079687 2.784750 2.955461 3.090639 3.176392 3.089609 3.081349 3.267835 3.682341 3.931390 3.885740 3.836392 3.041916 2.815826 2.921916 3.127073 3.138248 3.085486 3.044750 3.307373 3.682341 3.197677 3.191938 3.162240 2.902646 3.102295 3.182240 3.127835 3.193028 3.221390 3.164642 3.149657 2.941938 3.074750 3.197073 3.135486 3.192646
5.219400 4.206991 4.133455 4.079445 4.029146 3.292488 2.814089 2.773349 2.955466 3.060343 3.124089 3.137486 3.036040 3.064379 3.262846 3.620889 3.853816 3.083349 3.044318 3.275887 3.687728 3.887728 3.902884 3.829146 3.045887 3.911058 3.859445 3.830813 3.078101 2.780889 2.958211 3.086991 3.179123 3.085887 3.085583 3.265144 3.678331 3.925622 3.885466 3.839123 3.039445 2.814887 2.919445 3.131335 3.133171 3.084318 3.040889 3.309842 3.678331 3.196458 3.194379 3.161058 2.897362 3.102295 3.181058 3.125144 3.190343 3.215622 3.163169 3.147114 2.944379 3.070889 3.201335 3.134318 3.187362
5.229200 4.203296 4.131196 4.076126 4.027824 3.294208 2.810261 2.771000 2.956031 3.057893 3.120261 3.139279 3.032610 3.065985 3.264592 3.616965 3.853379 3.081000 3.041953 3.273241 3.684346 3.884346 3.905662 3.827824 3.043241 3.909817 3.856126 3.834893 3.073167 2.776965 2.959991 3.083296 3.180892 3.083241 3.086153 3.262689 3.674846 3.924318 3.886031 3.840892 3.036126 2.813271 2.916126 3.131907 3.129445 3.081953 3.036965 3.307132 3.674846 3.193978 3.195985 3.159817 2.893474 3.101331 3.179817 3.122689 3.187893 3.214318 3.163405 3.145922 2.945985 3.066965 3.201907 3.131953 3.183474
5.239000 4.201149 4.125888 4.072593 4.027116 3.292378 2.806960 2.768814 2.953787 3.054511 3.116960 3.137394 3.027908 3.065277 3.263884 3.613604 3.853479 3.078814 3.038654 3.271443 3.679697 3.879697 3.906406 3.827116 3.041443 3.909109 3.852593 3.833837 3.075522 2.773604 2.959283 3.081149 3.180184 3.081443 3.081569 3.259302 3.670086 3.923609 3.883787 3.840184 3.032593 2.812961 2.912593 3.128463 3.126209 3.078654 3.033604 3.298566 3.670086 3.192870 3.195277 3.159109 2.890135 3.097900 3.179109 3.119302 3.184511 3.213609 3.162697 3.144135 2.945277 3.063604 3.198463 3.128654 3.180135
5.248800 4.199566 4.124011 4.073065 4.027588 3.291300 2.804845 2.769286 2.954259 3.053410 3.114845 3.137373 3.026887 3.065749 3.263258 3.612515 3.852975 3.079286 3.036540 3.270410 3.678696 3.878696 3.905841 3.827588 3.040410 3.908506 3.853065 3.830704 3.077088 2.772515 2.957510 3.079566 3.180656 3.080410 3.079956 3.257099 3.669043 3.922961 3.884259 3.840656 3.033065 2.815163 2.913065 3.127325 3.125194 3.076540 3.032515 3.301283 3.669043 3.194933 3.195749 3.158506 2.889059 3.099002 3.178506 3.117099 3.183410 3.212961 3.162078 3.143117 2.945749 3.062515 3.197325 3.126540 3.179059
5.258600 4.196299 4.125786 4.071846 4.029561 3.292117 2.802006 2.766992 2.952953 3.052105 3.112006 3.138807 3.025637 3.065513 3.262472 3.610158 3.857137 3.076992 3.034738 3.269152 3.677459 3.877459 3.905086 3.829561 3.039152 3.906685 3.851846 3.831013 3.080600 2.770158 2.956151 3.076299 3.180420 3.079152 3.082450 3.255243 3.667778 3.923257 3.882953 3.840420 3.031846 2.818741 2.911846 3.128183 3.123948 3.074738 3.030158 3.305453 3.667778 3.193617 3.195513 3.156685 2.887771 3.103148 3.176685 3.115243 3.182105 3.213257 3.159168 3.141869 2.945513 3.060158 3.198183 3.124738 3.177771
5.268400 4.194547 4.123492 4.069575 4.033160 3.299062 2.799603 2.763024 2.951508 3.049621 3.109603 3.139007 3.023290 3.067606 3.266408 3.607096 3.857954 3.073024 3.033929 3.267780 3.675145 3.875145 3.907829 3.833160 3.037780 3.905864 3.849575 3.830614 3.084083 2.767096 2.960786 3.074547 3.181680 3.077780 3.085381 3.253357 3.664391 3.926818 3.881508 3.841680 3.029575 2.818334 2.909575 3.132197 3.120626 3.073929 3.027096 3.306271 3.664391 3.192154 3.197606 3.155864 2.885330 3.100781 3.175864 3.113357 3.179621 3.216818 3.158768 3.140513 2.947606 3.057096 3.202197 3.123929 3.175330
5.278200 4.190261 4.120797 4.065971 4.032959 3.304095 2.796800 2.760238 2.951308 3.047749 3.106800 3.138807 3.020541 3.074131 3.269558 3.604883 3.858118 3.070238 3.031127 3.266610 3.672430 3.872430 3.910170 3.832959 3.036610 3.904025 3.845971 3.832076 3.083882 2.764883 2.963336 3.070261 3.184211 3.076610 3.087910 3.248790 3.659995 3.926618 3.881308 3.844211 3.025971 2.820842 2.905971 3.136454 3.116308 3.071127 3.024883 3.306435 3.659995 3.190928 3.204131 3.154025 2.882488 3.097901 3.174025 3.108790 3.177749 3.216618 3.159222 3.138392 2.954131 3.054883 3.206454 3.121127 3.172488
5.288000 4.187753 4.118312 4.062844 4.032959 3.299077 2.793260 2.757662 2.951308 3.045795 3.103260 3.139815 3.017076 3.078533 3.270537 3.600542 3.862589 3.067662 3.028535 3.264051 3.669010 3.869010 3.912702 3.832959 3.034051 3.904025 3.842844 3.833048 3.085832 2.760542 2.966077 3.067753 3.185939 3.074051 3.089637 3.246110 3.657419 3.928614 3.881308 3.845939 3.022844 2.823541 2.902844 3.137193 3.113779 3.068535 3.020542 3.310915 3.657419 3.189210 3.208533 3.154025 2.878895 3.105817 3.174025 3.106110 3.175795 3.218614 3.157530 3.134250 2.958533 3.050542 3.207193 3.118535 3.168895
5.297800 4.185487 4.116070 4.062223 4.034158 3.300230 2.789227 2.755329 2.949679 3.041627 3.099227 3.141844 3.012249 3.075612 3.272513 3.597207 3.862696 3.065329 3.026186 3.262626 3.665122 3.865122 3.915464 3.834158 3.032626 3.904261 3.842223 3.835938 3.089534 2.757207 2.968091 3.065487 3.186175 3.072626 3.088926 3.243672 3.655087 3.932398 3.879679 3.846175 3.022223 2.824589 2.902223 3.136606 3.110613 3.066186 3.017207 3.312929 3.655087 3.189446 3.205612 3.154261 2.874798 3.107821 3.174261 3.103672 3.171627 3.222398 3.157766 3.131960 2.955612 3.047207 3.206606 3.116186 3.164798
5.307600 4.179720 4.113717 4.058229 4.036141 3.302126 2.785889 2.752886 2.946255 3.039083 3.095889 3.141986 3.008153 3.075754 3.273561 3.592020 3.860120 3.062886 3.023726 3.261903 3.662749 3.862749 3.917292 3.836141 3.031903 3.903516 3.838229 3.837851 3.088773 2.752020 2.968233 3.059720 3.186316 3.071903 3.089096 3.241123 3.651773 3.932540 3.876255 3.846316 3.018229 2.823846 2.898229 3.138571 3.105679 3.063726 3.012020 3.313997 3.651773 3.189588 3.205754 3.153516 2.871408 3.107963 3.173516 3.101123 3.169083 3.222540 3.157008 3.129558 2.955754 3.042020 3.208571 3.113726 3.161408
5.317400 4.173225 4.110738 4.053560 4.036563 3.301642 2.781049 2.749817 2.944894 3.035914 3.091049 3.141502 3.005121 3.075270 3.274011 3.587077 3.863278 3.059817 3.020641 3.258851 3.659751 3.859751 3.916808 3.836563 3.028851 3.901259 3.833560 3.839111 3.087360 2.747077 2.967749 3.053225 3.185833 3.068851 3.092289 3.237949 3.646962 3.932056 3.874894 3.845833 3.013560 2.826071 2.893560 3.138087 3.101777 3.060641 3.007077 3.316264 3.646962 3.188217 3.205270 3.151259 2.867365 3.108372 3.171259 3.097949 3.165914 3.222056 3.153850 3.127362 2.955270 3.037077 3.208087 3.110641 3.157365
5.327100 4.174941 4.107126 4.052586 4.034855 3.299735 2.776567 2.745351 2.941150 3.031350 3.086567 3.140445 3.000693 3.073363 3.270264 3.582533 3.865125 3.055351 3.015363 3.255189 3.656125 3.856125 3.914901 3.834855 3.025189 3.898546 3.832586 3.839222 3.086465 2.742533 2.966684 3.054941 3.184762 3.065189 3.090382 3.233379 3.642496 3.931829 3.871150 3.844762 3.012586 2.826016 2.892586 3.139545 3.099094 3.055363 3.002533 3.315395 3.642496 3.183622 3.203363 3.148546 2.864650 3.107498 3.168546 3.093379 3.161350 3.221829 3.150115 3.124677 2.953363 3.032533 3.209545 3.105363 3.154650
5.336900 4.169129 4.104867 4.048594 4.030231 3.298207 2.772443 2.741245 2.939622 3.027144 3.082443 3.140056 2.995877 3.072550 3.268736 3.578348 3.861988 3.051245 3.010171 3.253660 3.653123 3.853123 3.913372 3.830231 3.023660 3.895164 3.828594 3.833932 3.083834 2.738348 2.969510 3.049129 3.184356 3.063660 3.089654 3.229168 3.638390 3.934165 3.869622 3.844356 3.008594 2.826869 2.888594 3.143340 3.095035 3.050171 2.998348 3.311125 3.638390 3.180181 3.202550 3.145164 2.861262 3.104845 3.165164 3.089168 3.157144 3.224165 3.148587 3.121358 2.952550 3.028348 3.213340 3.100171 3.151262
5.346700 4.166866 4.102627 4.047057 4.032458 3.297714 2.770095 2.739627 2.939858 3.026194 3.080095 3.139067 2.991757 3.073864 3.268972 3.575205 3.858286 3.049627 3.009690 3.253189 3.649059 3.849059 3.912908 3.832458 3.023189 3.894675 3.827057 3.834168 3.084516 2.735205 2.972634 3.046866 3.182633 3.063189 3.090344 3.226733 3.636060 3.932889 3.869858 3.842633 3.007057 2.829202 2.887057 3.136906 3.092751 3.049690 2.995205 3.309388 3.636060 3.180417 3.203864 3.144675 2.860770 3.106290 3.164675 3.086733 3.156194 3.222889 3.148823 3.120894 2.953864 3.025205 3.206906 3.099690 3.150770
5.356500 4.164171 4.101279 4.046880 4.032281 3.295594 2.768006 2.740135 2.939681 3.028702 3.078006 3.140192 2.989032 3.071246 3.267366 3.571820 3.857380 3.050135 3.006912 3.251806 3.647702 3.847702 3.910189 3.832281 3.021806 3.892563 3.826880 3.833282 3.078978 2.731820 2.963643 3.044171 3.181732 3.061806 3.084706 3.224579 3.634669 3.927224 3.869681 3.841732 3.006880 2.817636 2.886880 3.133981 3.092057 3.046912 2.991820 3.308481 3.634669 3.180240 3.201246 3.142563 2.859353 3.105554 3.162563 3.084579 3.158702 3.217224 3.148646 3.119523 2.951246 3.021820 3.203981 3.096912 3.149353
5.366300 4.161812 4.102653 4.047027 4.031089 3.293762 2.767522 2.741577 2.939197 3.029534 3.077522 3.137642 2.986651 3.069567 3.262873 3.573320 3.855552 3.051577 3.004490 3.253235 3.649733 3.849733 3.907163 3.831089 3.023235 3.892080 3.827027 3.830808 3.075184 2.733320 2.961110 3.041812 3.179213 3.063235 3.080155 3.224781 3.636111 3.923351 3.869197 3.839213 3.007027 2.814499 2.887027 3.130048 3.095354 3.044490 2.993320 3.307352 3.636111 3.179756 3.199567 3.142080 2.860837 3.107052 3.162080 3.084781 3.159534 3.213351 3.148162 3.121582 2.949567 3.023320 3.200048 3.094490 3.150837
5.376100 4.162212 4.103664 4.049898 4.029393 3.290817 2.767922 2.741977 2.939597 3.027906 3.077922 3.138042 2.987051 3.071212 3.263273 3.573068 3.858025 3.051977 3.004253 3.253635 3.652031 3.852031 3.905644 3.829393 3.023635 3.892480 3.829898 3.831208 3.077608 2.733068 2.961510 3.042212 3.179613 3.063635 3.083229 3.227213 3.636511 3.926495 3.869597 3.839613 3.009898 2.818326 2.889898 3.127644 3.095754 3.044253 2.993068 3.311906 3.636511 3.180156 3.201212 3.142480 2.860590 3.101256 3.162480 3.087213 3.157906 3.216495 3.147907 3.123279 2.951212 3.023068 3.197644 3.094253 3.150590
5.385900 4.163643 4.105254 4.052624 4.029009 3.293101 2.767578 2.742238 2.939858 3.028167 3.077578 3.139592 2.986720 3.069605 3.264159 3.571290 3.854459 3.052238 3.002523 3.253300 3.652292 3.852292 3.906495 3.829009 3.023300 3.892129 3.832624 3.831469 3.078492 2.731290 2.961771 3.043643 3.179874 3.063300 3.089945 3.226849 3.636772 3.928857 3.869858 3.839874 3.012624 2.816514 2.892624 3.132111 3.095425 3.042523 2.991290 3.310249 3.636772 3.180417 3.199605 3.142129 2.859443 3.100882 3.162129 3.086849 3.158167 3.218857 3.146122 3.121594 2.949605 3.021290 3.202111 3.092523 3.149443
5.395700 4.164930 4.102842 4.053015 4.026973 3.292629 2.764524 2.741212 2.938810 3.027119 3.074524 3.142246 2.983720 3.069133 3.265781 3.570247 3.844116 3.051212 3.002051 3.250830 3.651281 3.851281 3.908545 3.826973 3.020830 3.889609 3.833015 3.830997 3.078956 2.730247 2.961299 3.044930 3.179987 3.060830 3.083102 3.223707 3.635746 3.927208 3.868810 3.839987 3.013015 2.816042 2.893015 3.131050 3.092978 3.042051 2.990247 3.304538 3.635746 3.179945 3.199133 3.139609 2.860459 3.098868 3.159609 3.083707 3.157119 3.217208 3.145650 3.121122 2.949133 3.020247 3.201050 3.092051 3.150459
5.405500 4.157150 4.103078 4.048813 4.028851 3.292865 2.762689 2.738863 2.937455 3.024670 3.072689 3.137501 2.981928 3.068871 3.265467 3.567819 3.856397 3.048863 3.001756 3.251066 3.649516 3.849516 3.910285 3.828851 3.021066 3.889307 3.828813 3.830143 3.076566 2.727819 2.961535 3.037150 3.181840 3.061066 3.083338 3.221253 3.633397 3.924196 3.867455 3.841840 3.008813 2.817384 2.888813 3.130782 3.092179 3.041756 2.987819 3.309152 3.633397 3.179627 3.198871 3.139307 2.858054 3.101281 3.159307 3.081253 3.154670 3.214196 3.146431 3.121358 2.948871 3.017819 3.200782 3.091756 3.148054
5.415300 4.156426 4.102358 4.046106 4.026378 3.293141 2.761948 2.736042 2.938343 3.022270 3.071948 3.135567 2.980705 3.067140 3.264105 3.564918 3.859522 3.046042 2.998918 3.250332 3.648793 3.848793 3.908493 3.826378 3.020332 3.886949 3.826106 3.826118 3.082813 2.724918 2.961299 3.036426 3.179402 3.060332 3.083631 3.218848 3.630576 3.928385 3.868343 3.839402 3.006106 2.819414 2.886106 3.136659 3.087360 3.038918 2.984918 3.309449 3.630576 3.177201 3.197140 3.136949 2.855176 3.101045 3.156949 3.078848 3.152270 3.218385 3.147832 3.120629 2.947140 3.014918 3.206659 3.088918 3.145176
5.425100 4.153635 4.100053 4.044278 4.027077 3.295488 2.759534 2.734120 2.934145 3.022458 3.069534 3.137510 2.976266 3.069322 3.268194 3.562932 3.855734 3.044120 2.996506 3.248425 3.646467 3.846467 3.910290 3.827077 3.018425 3.887138 3.824278 3.829469 3.082017 2.722932 2.961488 3.033635 3.179591 3.058425 3.085547 3.218542 3.628655 3.928069 3.864145 3.839591 3.004278 2.811753 2.884278 3.134099 3.085477 3.036506 2.982932 3.312388 3.628655 3.177390 3.199322 3.137138 2.853693 3.101234 3.157138 3.078542 3.152458 3.218069 3.145347 3.118275 2.949322 3.012932 3.204099 3.086506 3.143693
5.434900 4.149520 4.098467 4.044325 4.028465 3.294627 2.757431 2.734167 2.934653 3.022506 3.067431 3.135741 2.974208 3.069369 3.266017 3.562522 3.858049 3.044167 2.994403 3.248472 3.644868 3.844868 3.907800 3.828465 3.018472 3.887185 3.824325 3.833473 3.078093 2.722522 2.961535 3.029520 3.179638 3.058472 3.082869 3.216828 3.628258 3.926320 3.864653 3.839638 3.004325 2.816743 2.884325 3.131875 3.085524 3.034403 2.982522 3.313764 3.628258 3.177437 3.199369 3.137185 2.855924 3.100811 3.157185 3.076828 3.152506 3.216320 3.143644 3.116221 2.949369 3.012522 3.201875 3.084403 3.145924
5.444700 4.149048 4.099704 4.043853 4.023763 3.289722 2.756959 2.734091 2.936434 3.022033 3.066959 3.137170 2.973736 3.068523 3.265133 3.560224 3.857157 3.044091 2.993931 3.248000 3.646504 3.846504 3.905197 3.823763 3.018000 3.886713 3.823853 3.830761 3.079459 2.720224 2.960642 3.029048 3.179166 3.058000 3.079690 3.218612 3.626014 3.928148 3.866434 3.839166 3.003853 2.818128 2.883853 3.130983 3.085441 3.033931 2.980224 3.308259 3.626014 3.176965 3.198523 3.136713 2.855452 3.098883 3.156713 3.078612 3.152033 3.218148 3.145004 3.116138 2.948523 3.010224 3.200983 3.083931 3.145452
5.454500 4.149367 4.098241 4.045231 4.026461 3.290041 2.757277 2.736625 2.936753 3.022352 3.067277 3.135508 2.973691 3.066749 3.262760 3.562445 3.853947 3.046625 2.994249 3.248318 3.646822 3.846822 3.905152 3.826461 3.018318 3.887032 3.825231 3.831080 3.077096 2.722445 2.958603 3.029367 3.179094 3.058318 3.077668 3.218546 3.628549 3.927683 3.866753 3.839094 3.005231 2.815738 2.885231 3.129338 3.087934 3.034249 2.982445 3.306220 3.628549 3.176896 3.196749 3.137032 2.856148 3.103500 3.157032 3.078546 3.152352 3.217683 3.143413 3.118636 2.946749 3.012445 3.199338 3.084249 3.146148
